"model","location","sowing","target","input","mu","mu.star","sigma"
"RF","Gunnedah","S1","EmergenceDAS","Lat",-0.854591659999997,0.880576879999997,0.674557497915513
"RF","Gunnedah","S1","EmergenceDAS","ShootLag",1.2038628,1.2038628,0.356649449783663
"RF","Gunnedah","S1","EmergenceDAS","VegTarget",0.0309986914285709,0.0540225085714281,0.0724572805833041
"RF","Gunnedah","S1","EmergenceDAS","LateVegTarget",-0.0901220399999995,0.0994071599999995,0.0955041878963643
"RF","Gunnedah","S1","EmergenceDAS","FloweringTarget",0.00822575142857148,0.0170730257142856,0.0220664921583098
"RF","Gunnedah","S1","EmergenceDAS","Population",0.152176680000001,0.19614072,0.284840826021035
"RF","Gunnedah","S1","EmergenceDAS","FracPAWCmm",-0.119970668571429,0.170552091428572,0.397279005249483
"RF","Gunnedah","S1","EmergenceDAS","PAWCmm",0.0822108699999976,0.175198969999999,0.246410763212507
"RF","Gunnedah","S1","EmergenceDAS","sowingESW",-0.180406482857144,0.231229294285714,0.54186233514976
"RF","Gunnedah","S1","EmergenceDAS","SowingDOY",2.02873381415583,2.02873381415583,0.944857611933552
"RF","Gunnedah","S1","EmergenceDAS","AvgMinT0_30",-5.81253464428567,5.81253464428567,2.62998072931418
"RF","Gunnedah","S1","EmergenceDAS","AvgMinT30_60",-0.166660611948052,0.203491371948052,0.192152223009058
"RF","Gunnedah","S1","EmergenceDAS","AvgMinT60_90",0.0790214314285712,0.121449831428571,0.159696783973966
"RF","Gunnedah","S1","EmergenceDAS","AvgMaxT0_30",-5.20510485805191,5.21295154662334,2.67239255756474
"RF","Gunnedah","S1","EmergenceDAS","AvgMaxT30_60",-0.284556851428569,0.297621188571426,0.265192315173644
"RF","Gunnedah","S1","EmergenceDAS","AvgMaxT60_90",0.126511855714285,0.147732455714285,0.145654508412423
"RF","Gunnedah","S1","EmergenceDAS","Rain0_30",-0.0218777571428574,0.0698532771428571,0.108336596481657
"RF","Gunnedah","S1","EmergenceDAS","Rain30_60",0.00036893999999945,0.0428960999999995,0.0686448146319307
"RF","Gunnedah","S1","EmergenceDAS","Rain60_90",0.00762987000000026,0.0403900500000001,0.0670780413094258
"RF","Gunnedah","S1","EmergenceDAS","Radn0_30",-0.343461724285713,0.402922838571427,0.400090476826958
"RF","Gunnedah","S1","EmergenceDAS","Radn30_60",0.278666377142855,0.294371137142855,0.246074599629005
"RF","Gunnedah","S1","EmergenceDAS","Radn60_90",0.533328389999998,0.534159629999998,0.279635827386381
"RF","Gunnedah","S1","FloweringDAS","Lat",-4.27203124428572,4.27203124428572,2.89973728517115
"RF","Gunnedah","S1","FloweringDAS","ShootLag",5.05337031077921,5.06158035077921,1.88400273030707
